code,korean_title,num_of_audience,key_review,score_male,score_female,scores_per_age,num_per_genders,num_per_ages
47174,쿤티라낙,,,,,[],[],[]
167581,사탄이 두려워한 대장장이,,,,,[],[],[]
178096,7월 22일,,,,,[],[],[]
169218,프라이빗 라이프,,,,,[],[],[]
128293,말레보렌트,,,,,[],[],[]
133424,데몰리션,531,이 영화는 20대 남성이 좋아하는 연기가 뛰어난 영화입니다.,8.44,8.42,"[9.8, 8.47, 8.36, 8.44, 8.23]","[40, 60]","[1, 52, 33, 9, 6]"
172771,오퍼레이션 피날레,,,,,[],[],[]
191370,스파이,,,,,[],[],[]
57723,타짜,38,이 영화는 20대 남성이 좋아하는 연기가 뛰어난 영화입니다.,9.32,9.25,"[0.0, 8.94, 9.6, 9.0, 9.6]","[58, 42]","[0, 42, 39, 5, 13]"
36344,지구를 지켜라!,,,,,[],[],[]
58085,거룩한 계보,,,,,[],[],[]
35628,여고괴담 3 - 여우 계단,,,,,[],[],[]
32610,공공의 적,,,,,[],[],[]
48747,밀양,,,,,[],[],[]
66510,스카우트,,,,,[],[],[]
191367,나는 결백하다,,,,,[],[],[]
37235,하류인생,,,,,[],[],[]
34501,실미도,,,,,[],[],[]
73285,프레데터스,,,,,[],[],[]
89873,용의자X,,,,,[],[],[]
146407,다크타워: 희망의 탑,199,이 영화는 40대 남성이 좋아하는 연기가 뛰어난 영화입니다.,7.29,7.58,"[9.0, 7.44, 7.32, 7.07, 7.36]","[67, 33]","[3, 44, 33, 14, 7]"
35939,클래식,14,이 영화는 20대 남성이 좋아하는 스토리가 뛰어난 영화입니다.,9.86,9.71,"[10.0, 9.62, 10.0, 10.0, 0.0]","[50, 50]","[7, 57, 14, 21, 0]"
37261,알 포인트,,,,,[],[],[]
49529,펜트하우스 코끼리,,,,,[],[],[]
121090,우리는 형제입니다,558,이 영화는 20대 여성이 좋아하는 연기가 뛰어난 영화입니다.,7.65,7.68,"[7.71, 7.66, 7.62, 7.73, 7.56]","[43, 57]","[7, 58, 19, 14, 2]"
91391,577 프로젝트,,,,,[],[],[]
35938,동갑내기 과외하기,,,,,[],[],[]
89606,내 아내의 모든 것,,,,,[],[],[]
34971,밀애,,,,,[],[],[]
36451,바람난 가족,,,,,[],[],[]
62566,마파도 2,,,,,[],[],[]
158885,콜 미 바이 유어 네임,911,이 영화는 20대 여성이 좋아하는 영상미가 뛰어난 영화입니다.,8.92,9.18,"[9.0, 9.18, 9.04, 9.21, 9.0]","[16, 84]","[3, 59, 27, 9, 2]"
50932,비열한 거리,,,,,[],[],[]
152656,쥬만지: 새로운 세계,2222,이 영화는 20대 남성이 좋아하는 연기가 뛰어난 영화입니다.,8.36,8.51,"[8.71, 8.55, 8.37, 8.28, 7.93]","[45, 55]","[4, 50, 22, 20, 4]"
30037,탈옥자들,,,,,[],[],[]
36956,아라한 장풍대작전,,,,,[],[],[]
65429,지금 사랑하는 사람과 살고 있습니까?,,,,,[],[],[]
39422,마파도,,,,,[],[],[]
66002,미쓰 홍당무,,,,,[],[],[]
136893,좋아해줘,1003,이 영화는 20대 여성이 좋아하는 연기가 뛰어난 영화입니다.,8.75,8.5,"[8.72, 8.6, 8.45, 8.63, 9.24]","[39, 61]","[8, 57, 21, 11, 3]"
35172,가문의 영광,,,,,[],[],[]
88227,블레이드 러너 2049,646,이 영화는 30대 남성이 좋아하는 영상미가 뛰어난 영화입니다.,8.29,8.02,"[8.2, 8.3, 8.27, 7.96, 8.14]","[69, 31]","[2, 39, 31, 22, 7]"
40033,혈의 누,,,,,[],[],[]
39482,공공의 적 2,,,,,[],[],[]
58018,화려한 휴가,,,,,[],[],[]
41705,한반도,,,,,[],[],[]
30984,신라의 달밤,,,,,[],[],[]
52375,굿모닝 프레지던트,,,,,[],[],[]
143402,베이비 드라이버,1160,이 영화는 20대 남성이 좋아하는 연출이 뛰어난 영화입니다.,8.49,8.32,"[8.57, 8.44, 8.36, 8.32, 8.15]","[55, 45]","[3, 62, 24, 9, 2]"
83268,댄싱퀸,,,,,[],[],[]
143937,더 가디언즈,,,,,[],[],[]
45416,아내가 결혼했다,,,,,[],[],[]
51076,내 사랑 내 곁에,,,,,[],[],[]
149512,재심,3842,이 영화는 20대 남성이 좋아하는 연기가 뛰어난 영화입니다.,8.73,8.68,"[8.69, 8.73, 8.71, 8.57, 8.78]","[51, 49]","[4, 57, 21, 13, 6]"
55405,"달콤, 살벌한 연인",,,,,[],[],[]
158692,다마스쿠스 커버,,,,,[],[],[]
164966,늑대의 어둠,,,,,[],[],[]
192469,제3의 눈,,,,,[],[],[]
172970,애니멀월드,,,,,[],[],[]
151196,원더,319,이 영화는 20대 여성이 좋아하는 스토리가 뛰어난 영화입니다.,9.37,9.46,"[10.0, 9.45, 9.47, 9.32, 9.56]","[29, 71]","[2, 34, 27, 29, 8]"
158631,허리케인 하이스트,243,이 영화는 30대 남성이 좋아하는 연출이 뛰어난 영화입니다.,7.92,8.99,"[7.5, 8.86, 8.29, 7.85, 8.42]","[47, 53]","[1, 49, 28, 17, 5]"
179746,퀸시 존스의 음악과 삶,,,,,[],[],[]
156910,매드 월드,,,,,[],[],[]
146489,패딩턴 2,436,이 영화는 30대 여성이 좋아하는 스토리가 뛰어난 영화입니다.,8.82,9.23,"[8.88, 9.22, 9.15, 9.09, 9.08]","[25, 75]","[2, 18, 41, 37, 3]"
178856,더 랜드 오브 스테디 해비츠,,,,,[],[],[]
74650,더 엔젤,,,,,[],[],[]
169666,블리치,,,,,[],[],[]
172488,더 레지스탕스 뱅커,,,,,[],[],[]
162853,어 프레이어 비포 던,,,,,[],[],[]
168039,넥스트 젠,,,,,[],[],[]
158700,시에라 연애 대작전,,,,,[],[],[]
178416,뎁트 콜렉터: 스페셜 에이전트,,,,,[],[],[]
143373,"사랑, 스무살",14,이 영화는 20대 여성이 좋아하는 연기가 뛰어난 영화입니다.,5.75,8.1,"[5.0, 6.6, 8.2, 8.0, 8.5]","[29, 71]","[7, 36, 36, 7, 14]"
145376,최강전사 미니특공대 : 영웅의 탄생,495,이 영화는 30대 여성이 좋아하는 영화입니다.,8.11,8.58,"[8.0, 8.69, 8.52, 8.18, 5.0]","[28, 72]","[0, 7, 75, 17, 1]"
191581,사랑의 물리학,,,,,[],[],[]
143460,러빙,32,이 영화는 40대 여성이 좋아하는 스토리가 뛰어난 영화입니다.,7.92,8.42,"[0.0, 8.33, 8.2, 8.5, 7.33]","[41, 59]","[0, 47, 31, 12, 9]"
192468,힙합 애프터 파티,,,,,[],[],[]
178456,은혼2: 규칙은 깨라고 있는 것,29,이 영화는 20대 여성이 좋아하는 연출이 뛰어난 영화입니다.,9.09,9.56,"[9.5, 9.06, 10.0, 10.0, 9.5]","[38, 62]","[7, 59, 17, 10, 7]"
152268,직쏘,,,,,[],[],[]
110333,레지던트 이블: 파멸의 날,2328,이 영화는 20대 남성이 좋아하는 연출이 뛰어난 영화입니다.,8.55,8.65,"[9.2, 8.74, 8.43, 8.38, 8.31]","[63, 37]","[2, 51, 31, 13, 4]"
168036,크리미널 스쿼드,11,"이 영화는 30대 남성이 좋아하는 스토리, 연출이 뛰어난 영화입니다.",7.83,5.4,"[0.0, 6.6, 10.0, 5.0, 8.0]","[55, 45]","[0, 45, 9, 27, 18]"
163812,내가 사랑했던 모든 남자들에게,,,,,[],[],[]
15530,귀경출사,,,,,[],[],[]
34316,아적야만동학,,,,,[],[],[]
41118,반수수특견대,,,,,[],[],[]
27540,적각비협,,,,,[],[],[]
62787,러빙 유,,,,,[],[],[]
26940,주성치의 파괴지왕,,,,,[],[],[]
42173,칠소복,,,,,[],[],[]
172799,허리케인 비앙카: 프롬 러시아 위드 헤이트,,,,,[],[],[]
152249,커뮤터,337,이 영화는 30대 남성이 좋아하는 연기가 뛰어난 영화입니다.,8.57,9.05,"[9.5, 9.06, 8.69, 8.2, 8.63]","[56, 44]","[1, 47, 26, 18, 9]"
92079,더 건지 리터라티 앤드 포테이토 필 파이 소사이어티,,,,,[],[],[]
185267,데드 돈 다이,32,이 영화는 30대 남성이 좋아하는 연기가 뛰어난 영화입니다.,7,6.41,"[6.0, 6.4, 7.0, 7.0, 7.0]","[47, 53]","[3, 47, 28, 16, 6]"
181286,바이올렛 에버가든 - 영원과 자동 수기 인형 -,17,이 영화는 20대 남성이 좋아하는 영상미가 뛰어난 영화입니다.,9,9.33,"[0.0, 8.92, 10.0, 9.33, 0.0]","[82, 18]","[0, 76, 6, 18, 0]"
165461,공범자들,982,이 영화는 30대 남성이 좋아하는 스토리가 뛰어난 영화입니다.,9.57,9.64,"[10.0, 9.66, 9.63, 9.59, 9.45]","[42, 58]","[1, 29, 29, 28, 14]"
152183,"무현, 두 도시 이야기",1301,"이 영화는 30대 남성이 좋아하는 스토리, 연출이 뛰어난 영화입니다.",9.29,9.57,"[8.0, 9.44, 9.47, 9.46, 9.36]","[46, 54]","[1, 27, 37, 27, 8]"
164102,영주,100,이 영화는 20대 여성이 좋아하는 연기가 뛰어난 영화입니다.,8.96,9.53,"[9.67, 9.45, 8.81, 9.89, 9.67]","[25, 75]","[9, 55, 21, 9, 6]"
160720,아기돼지 3형제와 매직램프,102,이 영화는 30대 여성이 좋아하는 영화입니다.,7.94,7.44,"[0.0, 8.33, 7.46, 7.6, 7.0]","[18, 82]","[0, 6, 78, 15, 1]"
152486,사랑은 부엉부엉,45,이 영화는 20대 여성이 좋아하는 연출이 뛰어난 영화입니다.,8.67,7.56,"[10.0, 7.67, 7.67, 7.5, 0.0]","[13, 87]","[2, 60, 33, 4, 0]"
155228,아버지와 이토씨,30,이 영화는 30대 남성이 좋아하는 스토리가 뛰어난 영화입니다.,8.5,7.92,"[0.0, 7.73, 9.0, 8.0, 8.33]","[60, 40]","[0, 50, 37, 3, 10]"
156930,파리 투 마르세유: 2주간의 여행,2,이 영화는 20대 여성이 좋아하는 영화입니다.,8,9,"[0.0, 0.0, 8.0, 0.0, 9.0]","[50, 50]","[0, 0, 50, 0, 50]"
147835,미션 이스탄불,1,"이 영화는 40대 남성이 좋아하는 OST, 연출이 뛰어난 영화입니다.",7,0,"[0.0, 0.0, 0.0, 0.0, 7.0]","[100, 27]","[0, 0, 0, 0, 100]"
172188,작은 영웅: 게와 달걀과 투명인간,,,,,[],[],[]
10006,스타워즈 에피소드 5 - 제국의 역습,,,,,[],[],[]
101966,토이 스토리 4,2704,이 영화는 20대 남성이 좋아하는 스토리가 뛰어난 영화입니다.,9.18,9.26,"[9.45, 9.27, 9.24, 9.09, 9.13]","[40, 60]","[2, 41, 34, 20, 2]"
47528,해리 포터와 죽음의 성물 - 2부,,,,,[],[],[]
66463,토이 스토리 3,,,,,[],[],[]
45649,개구리 중사 케로로 - 최종병기 키루루,,,,,[],[],[]
149516,리틀메딕: 몸속탐험대,170,이 영화는 30대 여성이 좋아하는 스토리가 뛰어난 영화입니다.,7.73,7.95,"[1.0, 8.9, 7.9, 7.8, 8.5]","[22, 78]","[1, 6, 75, 18, 1]"
134899,동주,2987,이 영화는 20대 여성이 좋아하는 연기가 뛰어난 영화입니다.,9.05,9.25,"[9.52, 9.23, 9.14, 9.01, 8.96]","[36, 64]","[5, 55, 19, 14, 6]"
151117,더 테이블,860,이 영화는 20대 여성이 좋아하는 연기가 뛰어난 영화입니다.,8.48,8.25,"[8.41, 8.43, 8.19, 7.85, 8.33]","[27, 73]","[2, 62, 26, 8, 2]"
138601,여배우는 오늘도,255,이 영화는 20대 여성이 좋아하는 연기가 뛰어난 영화입니다.,8.33,8.92,"[8.9, 8.7, 8.94, 9.14, 8.5]","[22, 78]","[4, 59, 27, 5, 4]"
147368,등산의 목적,,,,,[],[],[]
161850,아이 캔 스피크,4410,이 영화는 20대 여성이 좋아하는 연기가 뛰어난 영화입니다.,9.2,9.26,"[9.53, 9.26, 9.13, 9.24, 9.11]","[37, 63]","[6, 52, 21, 15, 6]"
58088,라디오 스타,,,,,[],[],[]
130787,치외법권,347,이 영화는 20대 남성이 좋아하는 연기가 뛰어난 영화입니다.,7.13,7.32,"[7.5, 7.37, 6.8, 6.84, 8.64]","[57, 43]","[5, 55, 20, 16, 3]"
36727,선생 김봉두,,,,,[],[],[]
34322,흑마왕자,,,,,[],[],[]
10852,영웅문,,,,,[],[],[]
16846,도성대형 - 신가전기,,,,,[],[],[]
92877,골치아픈 사랑,,,,,[],[],[]
60789,흑사회 2,,,,,[],[],[]
75882,담배연기 속에 피는 사랑,,,,,[],[],[]
165830,더 맨션,,,,,[],[],[]
169650,익스팅션 - 종의 구원자,,,,,[],[],[]
41613,전설의 무예,,,,,[],[],[]
73799,혈적자,,,,,[],[],[]
137887,언더월드: 블러드 워,,,,,[],[],[]
60484,악마는 프라다를 입는다,,,,,[],[],[]
17416,인디펜던스 데이,,,,,[],[],[]
29354,택시 2,,,,,[],[],[]
38281,에이리언 VS. 프레데터,,,,,[],[],[]
175470,고질라: 결전기동증식도시,,,,,[],[],[]
199878,매트리악,,,,,[],[],[]
10245,다이 하드 2,,,,,[],[],[]
168244,헌팅 시즌,,,,,[],[],[]
201339,하우 잇 엔즈,,,,,[],[],[]
178454,로미나,,,,,[],[],[]
100205,어쌔신: 더 비기닝,227,이 영화는 20대 여성이 좋아하는 영상미가 뛰어난 영화입니다.,7.64,8.6,"[6.67, 8.39, 8.14, 6.97, 7.95]","[57, 43]","[1, 44, 32, 13, 9]"
170794,늑대의 살갗 아래,,,,,[],[],[]
158664,더 레거시 오브 어 화이트테일 디어 헌터,,,,,[],[],[]
152628,마이 리틀 포니: 더 무비,,,,,[],[],[]
174933,덕 버터,,,,,[],[],[]
16516,트루 라이즈,,,,,[],[],[]
112014,일개복잡고사,,,,,[],[],[]
123613,임시동거,,,,,[],[],[]
127378,아이스 에이지: 지구 대충돌,1593,이 영화는 30대 여성이 좋아하는 스토리가 뛰어난 영화입니다.,8.07,8.05,"[7.33, 8.03, 8.0, 8.18, 8.29]","[22, 78]","[0, 9, 60, 28, 1]"
164946,마번가족,,,,,[],[],[]
157532,바운드리스,,,,,[],[],[]
181927,섬광 소녀,,,,,[],[],[]
146231,에브리바디스 파인,,,,,[],[],[]
164277,더 필스,,,,,[],[],[]
158092,체리 리턴즈,,,,,[],[],[]
152692,스위트 버지니아,,,,,[],[],[]
47494,아이스 에이지 3: 공룡시대,,,,,[],[],[]
144130,서버비콘,41,이 영화는 20대 여성이 좋아하는 연기가 뛰어난 영화입니다.,7.64,8.37,"[0.0, 7.71, 8.54, 8.88, 7.33]","[27, 73]","[0, 41, 32, 20, 7]"
154273,에스코바르,16,이 영화는 30대 남성이 좋아하는 연기가 뛰어난 영화입니다.,8.86,7,"[0.0, 9.33, 8.88, 7.33, 8.5]","[88, 12]","[0, 19, 50, 19, 12]"
117400,타우,,,,,[],[],[]
176596,아무 일도 없었다,,,,,[],[],[]
171483,버스마크드,,,,,[],[],[]
85579,신과함께-죄와 벌,26297,이 영화는 20대 남성이 좋아하는 연기가 뛰어난 영화입니다.,8.71,8.75,"[9.09, 8.76, 8.66, 8.73, 8.44]","[45, 55]","[5, 45, 25, 19, 5]"
74689,내 여자친구의 커밍아웃,,,,,[],[],[]
175092,먼 훗날 우리,,,,,[],[],[]
116233,패신저스,1225,이 영화는 20대 남성이 좋아하는 영상미가 뛰어난 영화입니다.,8.18,7.84,"[7.97, 8.13, 8.07, 7.77, 7.82]","[57, 43]","[3, 52, 21, 17, 7]"
175111,라 엔페르메다드 델 도밍고,,,,,[],[],[]
184215,상사에 대처하는 로맨틱한 자세,,,,,[],[],[]
190718,러스트 스토리,,,,,[],[],[]
28581,회색 전쟁,,,,,[],[],[]
174919,알렉스 스트레인지러브,,,,,[],[],[]
12780,아르고 황금 대탐험,,,,,[],[],[]
167389,아웃사이드 인,,,,,[],[],[]
37838,그녀를 믿지 마세요,,,,,[],[],[]
88225,연가시,,,,,[],[],[]
194372,이비자,,,,,[],[],[]
194871,카고,,,,,[],[],[]
162854,바르다가 사랑한 얼굴들,288,이 영화는 20대 여성이 좋아하는 영상미가 뛰어난 영화입니다.,8.83,8.97,"[9.5, 8.95, 8.71, 9.21, 9.18]","[29, 71]","[1, 41, 34, 10, 14]"
173828,패밀리 블러드,,,,,[],[],[]
166463,맨헌트,6,이 영화는 40대 남성이 좋아하는 영상미가 뛰어난 영화입니다.,8.17,0,"[0.0, 9.0, 6.0, 8.5, 0.0]","[100, 25]","[0, 17, 17, 67, 0]"
168010,아논,,,,,[],[],[]
206029,엔드게임: 나는 킬러다,,,,,[],[],[]
180335,포기브 어스 아워 뎁트,,,,,[],[],[]
173213,티 마이,,,,,[],[],[]
170798,더 마우스,,,,,[],[],[]
163832,"괜찮아요, 미스터 브래드",63,이 영화는 30대 여성이 좋아하는 스토리가 뛰어난 영화입니다.,8.25,8.38,"[0.0, 8.92, 8.0, 8.22, 7.67]","[25, 75]","[0, 38, 38, 14, 10]"
162963,제일브레이크,,,,,[],[],[]
44911,무뢰한,432,이 영화는 20대 여성이 좋아하는 연기가 뛰어난 영화입니다.,7.3,7.3,"[6.89, 7.35, 7.42, 6.6, 7.84]","[41, 59]","[2, 53, 29, 11, 4]"
168746,할머니,,,,,[],[],[]
178458,다르크 - 분노의 이방인,,,,,[],[],[]
140647,위자 : 저주의 시작,460,이 영화는 20대 남성이 좋아하는 연출이 뛰어난 영화입니다.,7.88,7.57,"[8.22, 7.67, 7.16, 7.88, 8.42]","[54, 46]","[15, 68, 10, 5, 3]"
171485,캔디 상자,,,,,[],[],[]
171536,웨딩위크,,,,,[],[],[]
153651,염력,852,이 영화는 30대 남성이 좋아하는 연기가 뛰어난 영화입니다.,6.33,6.01,"[4.47, 6.11, 6.28, 6.08, 6.98]","[52, 48]","[2, 39, 29, 24, 6]"
171493,녀석들의 졸업백서,,,,,[],[],[]
174342,머큐리 13,,,,,[],[],[]
30056,몬티 파이튼의 성배,,,,,[],[],[]
26821,라이프 오브 브라이언,,,,,[],[],[]
174343,거꾸로 가는 남자,,,,,[],[],[]
164918,컴 선데이,,,,,[],[],[]
47429,소매치기의 모짜르트,,,,,[],[],[]
164719,플로리다 프로젝트,372,이 영화는 20대 여성이 좋아하는 연기가 뛰어난 영화입니다.,8.75,8.98,"[8.3, 8.9, 8.9, 9.2, 9.38]","[32, 68]","[3, 56, 33, 5, 2]"
15919,스펠바운드,,,,,[],[],[]
157340,원초적 비디오 테이프,,,,,[],[],[]
152694,킬링 디어,203,이 영화는 20대 여성이 좋아하는 연기가 뛰어난 영화입니다.,8.02,8.48,"[8.86, 8.4, 8.29, 7.58, 7.7]","[41, 59]","[3, 51, 34, 6, 5]"
172841,H 다이어리,,,,,[],[],[]
172844,선 독스,,,,,[],[],[]
152646,시체들의 새벽: 컨테이젼,1,이 영화는 30대 남성이 좋아하는 스토리가 뛰어난 영화입니다.,8,0,"[0.0, 8.0, 0.0, 0.0, 0.0]","[100, 23]","[0, 100, 0, 0, 0]"
10651,실버라도,,,,,[],[],[]
58538,믿음의 승부,,,,,[],[],[]
16494,제로니모,,,,,[],[],[]
167733,가족의 형태,,,,,[],[],[]
10469,옛날 옛적 서부에서,,,,,[],[],[]
146415,변태 가면2: 잉여들의 역습,,,,,[],[],[]
172833,퍼스트 매치,,,,,[],[],[]
155420,버드샷,,,,,[],[],[]
129098,홍금보의 보디가드,,,,,[],[],[]
163824,파라독스,1,이 영화는 40대 남성이 좋아하는 연기가 뛰어난 영화입니다.,4,0,"[0.0, 0.0, 4.0, 0.0, 0.0]","[100, 26]","[0, 0, 100, 0, 0]"
158861,록산느 록산느,,,,,[],[],[]
172824,"게임 오버, 맨!",,,,,[],[],[]
144944,맨 인 더 다크,2590,이 영화는 20대 남성이 좋아하는 연출이 뛰어난 영화입니다.,8.53,8.29,"[8.78, 8.48, 8.2, 7.71, 8.6]","[59, 41]","[4, 76, 13, 4, 2]"
178452,벤지,,,,,[],[],[]
156565,이 세상의 한구석에,6,이 영화는 20대 남성이 좋아하는 스토리가 뛰어난 영화입니다.,8.5,8.5,"[10.0, 8.0, 0.0, 9.0, 0.0]","[67, 33]","[17, 67, 0, 17, 0]"
187981,이별의 목적,,,,,[],[],[]
188909,강철비2: 정상회담,975,이 영화는 40대 남성이 좋아하는 스토리가 뛰어난 영화입니다.,7.74,8.29,"[8.0, 7.66, 7.81, 8.34, 8.54]","[59, 41]","[3, 34, 31, 23, 10]"
154236,서던 리치: 소멸의 땅,,,,,[],[],[]
143409,녹터널 애니멀스,410,이 영화는 20대 여성이 좋아하는 연기가 뛰어난 영화입니다.,8.08,8.47,"[10.0, 8.54, 8.29, 7.61, 8.12]","[32, 68]","[0, 49, 36, 9, 6]"
98901,아웃사이더,,,,,[],[],[]
167743,래버너스,,,,,[],[],[]
124227,킬 유어 프렌즈,,,,,[],[],[]
154206,콜럼버스,49,이 영화는 20대 여성이 좋아하는 영상미가 뛰어난 영화입니다.,7.71,7.94,"[0.0, 8.12, 7.41, 9.2, 3.0]","[29, 71]","[0, 53, 35, 10, 2]"
134811,샹그릴라 스위트,,,,,[],[],[]
153964,목소리의 형태,924,이 영화는 20대 남성이 좋아하는 스토리가 뛰어난 영화입니다.,8.86,8.54,"[9.2, 8.63, 8.52, 8.69, 8.75]","[66, 34]","[21, 56, 9, 11, 3]"
144379,러빙 빈센트,4011,이 영화는 20대 여성이 좋아하는 영상미가 뛰어난 영화입니다.,9.07,9.23,"[9.4, 9.24, 9.14, 9.07, 9.05]","[31, 69]","[3, 47, 26, 14, 10]"
127374,킹 아서: 제왕의 검,451,이 영화는 20대 남성이 좋아하는 영상미가 뛰어난 영화입니다.,7.94,8.41,"[7.5, 8.26, 7.88, 8.09, 8.37]","[64, 36]","[2, 48, 30, 16, 4]"
172475,슈베르트 인 러브,,,,,[],[],[]
169651,러브 비츠 라임스,,,,,[],[],[]
158854,바닷가의 쥐들,,,,,[],[],[]
65722,링컨,,,,,[],[],[]
167311,브레드위너,,,,,[],[],[]
137890,살인자의 기억법,3366,이 영화는 20대 남성이 좋아하는 연기가 뛰어난 영화입니다.,8.2,8.13,"[8.44, 8.32, 7.86, 8.03, 8.0]","[54, 46]","[4, 56, 25, 11, 3]"
156461,강철의 연금술사,,,,,[],[],[]
172074,대체불가 당신,,,,,[],[],[]
155256,악녀,1655,이 영화는 30대 남성이 좋아하는 연출이 뛰어난 영화입니다.,7.77,7.91,"[8.7, 7.84, 7.79, 7.73, 7.87]","[60, 40]","[1, 55, 29, 12, 3]"
181949,사랑은 아파트를 타고 ,,,,,[],[],[]
167061,더 리투얼,,,,,[],[],[]
158632,우리 처음 만났을 때,,,,,[],[],[]
163813,클로버필드 패러독스,,,,,[],[],[]
168551,뉴니스,49,이 영화는 20대 여성이 좋아하는 연기가 뛰어난 영화입니다.,8.38,8.21,"[0.0, 8.24, 8.25, 8.33, 9.0]","[33, 67]","[0, 51, 41, 6, 2]"
168931,라 야마다,,,,,[],[],[]
