PID,성별,연령,직업,학력,ott 주중 이용시간대,ott 주말 이용시간대
194302,남,50세 이상,무직,대졸이상,2,2
391601,남,50세 이상,서비스/판매직,대졸이상,4,2
391403,남,30대,사무직,대졸이상,6,6
194601,남,30대,생산직,고졸이하,6,3
194102,남,50세 이상,생산직,고졸이하,2,0
200502,남,30대,무직,고졸이하,6,6
43102,남,20대,학생,대학생/대학원생,6,0
389302,남,50세 이상,무직,대졸이상,4,0
198503,남,30대,사무직,대졸이상,6,6
386701,남,50세 이상,서비스/판매직,고졸이하,3,3
198702,남,50세 이상,서비스/판매직,고졸이하,6,6
198703,남,10대,학생,대학생/대학원생,6,6
386201,남,20대,사무직,대졸이상,3,6
72403,남,30대,서비스/판매직,대졸이상,4,4
199302,남,30대,생산직,고졸이하,7,7
72401,남,50세 이상,서비스/판매직,고졸이하,6,6
199402,남,50세 이상,서비스/판매직,고졸이하,4,5
200001,남,50세 이상,생산직,고졸이하,3,4
200002,남,20대,학생,대학생/대학원생,6,5
72301,남,50세 이상,사무직,대졸이상,3,6
200101,남,50세 이상,사무직,고졸이하,5,0
72201,남,50세 이상,생산직,고졸이하,3,3
384401,남,40대,서비스/판매직,대졸이상,3,2
198502,남,50세 이상,생산직,고졸이하,4,4
72502,남,50세 이상,생산직,대졸이상,4,3
387101,남,50세 이상,무직,고졸이하,4,4
198401,남,50세 이상,서비스/판매직,고졸이하,7,7
389201,남,50세 이상,무직,고졸이하,3,3
383202,남,50세 이상,무직,대졸이상,6,6
197202,남,50세 이상,서비스/판매직,고졸이하,6,6
197301,남,50세 이상,무직,고졸이하,4,4
197401,남,30대,사무직,대졸이상,3,6
388701,남,50세 이상,사무직,대졸이상,6,6
197501,남,50세 이상,무직,고졸이하,4,4
44701,남,50세 이상,무직,고졸이하,0,3
388601,남,40대,사무직,대졸이상,6,5
388501,남,40대,서비스/판매직,고졸이하,0,6
388301,남,50세 이상,사무직,대졸이상,5,6
388201,남,30대,사무직,대졸이상,5,5
388001,남,50세 이상,생산직,고졸이하,6,6
387901,남,50세 이상,생산직,고졸이하,4,4
52502,남,20대,무직,고졸이하,3,3
53603,남,20대,사무직,대졸이상,6,6
197601,남,30대,사무직,대졸이상,1,7
46703,남,10대,학생,중/고등학생,6,6
265103,남,20대,학생,대학생/대학원생,6,6
265202,남,30대,사무직,대졸이상,6,6
314202,남,50세 이상,생산직,고졸이하,3,3
314301,남,50세 이상,생산직,고졸이하,3,4
79601,남,40대,사무직,대졸이상,0,4
314601,남,50세 이상,생산직,고졸이하,6,6
79902,남,10대,학생,대학생/대학원생,6,6
89601,남,20대,서비스/판매직,대졸이상,3,3
366501,남,40대,사무직,대졸이상,5,5
315101,남,50세 이상,무직,고졸이하,4,4
81902,남,50세 이상,생산직,고졸이하,5,4
100702,남,30대,생산직,고졸이하,3,3
316303,남,20대,학생,대학생/대학원생,6,6
368002,남,30대,사무직,대졸이상,6,6
81802,남,50세 이상,서비스/판매직,대졸이상,5,6
91301,남,30대,무직,대졸이상,6,6
368101,남,50세 이상,사무직,고졸이하,3,0
314102,남,50세 이상,서비스/판매직,고졸이하,3,4
356501,남,30대,생산직,고졸이하,6,3
77103,남,10대,생산직,고졸이하,5,5
313902,남,20대,생산직,고졸이하,4,4
115101,남,30대,사무직,대졸이상,0,6
312401,남,50세 이상,생산직,고졸이하,3,4
312501,남,20대,무직,고졸이하,6,6
77301,남,50세 이상,생산직,고졸이하,5,4
312701,남,50세 이상,서비스/판매직,고졸이하,3,0
312801,남,50세 이상,생산직,고졸이하,6,5
312901,남,50세 이상,생산직,고졸이하,5,0
97501,남,50세 이상,생산직,대졸이상,3,3
313301,남,10대,사무직,고졸이하,0,6
87501,남,40대,생산직,대졸이상,6,3
362003,남,10대,학생,중/고등학생,6,6
371402,남,50세 이상,생산직,고졸이하,0,4
77202,남,40대,생산직,대졸이상,5,5
371502,남,50세 이상,생산직,고졸이하,6,4
313901,남,40대,생산직,고졸이하,4,0
314002,남,40대,생산직,대졸이상,6,0
318601,남,30대,사무직,대졸이상,6,6
319003,남,10대,학생,중/고등학생,6,3
360202,남,40대,생산직,고졸이하,0,3
323202,남,20대,서비스/판매직,고졸이하,6,6
323302,남,20대,서비스/판매직,대졸이상,0,7
357001,남,40대,생산직,대졸이상,4,5
323702,남,20대,학생,대학생/대학원생,6,6
356601,남,50세 이상,서비스/판매직,중/고등학생,5,5
105801,남,50세 이상,서비스/판매직,고졸이하,4,0
360102,남,30대,사무직,대졸이상,1,0
324202,남,40대,사무직,대졸이상,6,6
105901,남,50세 이상,생산직,고졸이하,7,7
324401,남,40대,사무직,대졸이상,5,5
324501,남,30대,서비스/판매직,고졸이하,0,5
90301,남,30대,생산직,대졸이상,3,3
324701,남,30대,사무직,대졸이상,3,3
324801,남,40대,사무직,대졸이상,6,6
324902,남,50세 이상,생산직,고졸이하,4,4
364103,남,30대,사무직,대졸이상,1,4
322902,남,20대,서비스/판매직,고졸이하,6,6
82201,남,50세 이상,서비스/판매직,고졸이하,3,0
368501,남,50세 이상,서비스/판매직,고졸이하,3,3
319402,남,40대,사무직,대졸이상,6,5
91401,남,50세 이상,서비스/판매직,대졸이상,6,6
357102,남,50세 이상,무직,고졸이하,5,4
319503,남,50세 이상,서비스/판매직,고졸이하,3,3
106801,남,40대,사무직,대졸이상,5,0
319602,남,40대,사무직,대졸이상,5,0
105302,남,20대,사무직,대졸이상,5,6
312101,남,50세 이상,서비스/판매직,대졸이상,5,5
360501,남,40대,서비스/판매직,고졸이하,3,2
319901,남,30대,사무직,대졸이상,5,4
107001,남,30대,사무직,고졸이하,6,6
101501,남,50세 이상,생산직,고졸이하,5,5
320002,남,50세 이상,생산직,고졸이하,3,4
364101,남,50세 이상,서비스/판매직,고졸이하,0,3
107201,남,50세 이상,무직,고졸이하,4,0
321902,남,50세 이상,사무직,대졸이상,6,5
319802,남,50세 이상,서비스/판매직,고졸이하,6,0
115001,남,30대,사무직,대졸이상,0,6
311701,남,50세 이상,무직,고졸이하,4,4
95502,남,40대,사무직,대졸이상,6,6
96501,남,40대,생산직,고졸이하,5,6
307001,남,50세 이상,무직,고졸이하,5,5
307101,남,40대,사무직,대졸이상,4,4
96902,남,50세 이상,생산직,고졸이하,3,3
307201,남,40대,기타,대졸이상,5,5
307301,남,50세 이상,서비스/판매직,고졸이하,6,6
76804,남,10대,학생,중/고등학생,6,6
102701,남,50세 이상,생산직,고졸이하,3,4
307701,남,40대,서비스/판매직,고졸이하,5,4
353701,남,40대,서비스/판매직,대졸이상,5,5
115301,남,40대,사무직,대졸이상,6,5
76702,남,20대,생산직,대졸이상,3,4
307902,남,30대,서비스/판매직,대졸이상,0,6
308001,남,40대,서비스/판매직,고졸이하,6,3
95902,남,20대,무직,고졸이하,0,3
353901,남,20대,서비스/판매직,고졸이하,0,5
76902,남,40대,사무직,대졸이상,3,4
96601,남,30대,생산직,고졸이하,3,0
370301,남,30대,서비스/판매직,대졸이상,4,4
302901,남,50세 이상,생산직,고졸이하,3,0
302902,남,20대,무직,대졸이상,6,6
78901,남,50세 이상,생산직,고졸이하,0,4
360702,남,40대,사무직,대졸이상,3,0
303402,남,50세 이상,생산직,고졸이하,6,2
303701,남,40대,생산직,고졸이하,6,0
113301,남,30대,사무직,고졸이하,0,6
308201,남,40대,서비스/판매직,대졸이상,6,6
303901,남,30대,사무직,대졸이상,5,6
113902,남,20대,사무직,대졸이상,5,2
78801,남,50세 이상,서비스/판매직,고졸이하,4,0
304402,남,20대,사무직,대졸이상,6,2
304601,남,40대,서비스/판매직,대졸이상,4,4
89401,남,40대,생산직,고졸이하,3,3
87203,남,10대,학생,대학생/대학원생,5,5
84302,남,10대,학생,대학생/대학원생,4,4
359704,남,10대,학생,대학생/대학원생,4,5
90401,남,50세 이상,서비스/판매직,대졸이상,3,0
308301,남,50세 이상,서비스/판매직,고졸이하,0,6
308502,남,50세 이상,서비스/판매직,고졸이하,6,0
359701,남,40대,서비스/판매직,대졸이상,5,4
362302,남,50세 이상,사무직,고졸이하,4,0
87401,남,50세 이상,서비스/판매직,고졸이하,6,4
310601,남,30대,서비스/판매직,고졸이하,4,4
371202,남,20대,생산직,대졸이상,3,0
310801,남,50세 이상,서비스/판매직,고졸이하,5,0
311102,남,30대,무직,고졸이하,5,6
311201,남,50세 이상,기타,고졸이하,6,6
95202,남,40대,무직,대졸이상,5,4
311301,남,40대,무직,대졸이상,6,6
114903,남,10대,학생,중/고등학생,5,0
311402,남,40대,생산직,고졸이하,3,0
77501,남,50세 이상,생산직,고졸이하,4,3
77402,남,50세 이상,생산직,고졸이하,4,5
371302,남,40대,생산직,고졸이하,4,4
77102,남,40대,생산직,고졸이하,6,5
309901,남,30대,사무직,고졸이하,6,6
87801,남,50세 이상,무직,고졸이하,3,3
309801,남,40대,사무직,고졸이하,3,4
308901,남,50세 이상,서비스/판매직,고졸이하,5,6
371802,남,50세 이상,사무직,대졸이상,5,4
309002,남,50세 이상,사무직,대졸이상,6,6
309201,남,50세 이상,사무직,고졸이하,3,3
102601,남,50세 이상,무직,대졸이상,6,3
309301,남,50세 이상,서비스/판매직,고졸이하,2,2
76602,남,50세 이상,생산직,고졸이하,4,4
361101,남,50세 이상,무직,고졸이하,2,2
361601,남,50세 이상,사무직,대졸이상,5,5
309501,남,50세 이상,서비스/판매직,고졸이하,4,4
96702,남,20대,생산직,고졸이하,3,3
371902,남,50세 이상,생산직,고졸이하,6,6
309601,남,50세 이상,사무직,고졸이하,6,6
76503,남,10대,학생,중/고등학생,6,5
309701,남,50세 이상,사무직,고졸이하,3,6
309702,남,20대,사무직,대졸이상,7,7
309402,남,50세 이상,서비스/판매직,고졸이하,3,4
326002,남,50세 이상,생산직,고졸이하,3,0
326401,남,30대,사무직,대졸이상,5,2
326601,남,20대,무직,대졸이상,3,3
20201,남,40대,사무직,대졸이상,3,0
19001,남,30대,생산직,고졸이하,5,5
19102,남,50세 이상,무직,대졸이상,4,4
340602,남,10대,학생,중/고등학생,5,4
387201,남,50세 이상,사무직,고졸이하,5,4
340702,남,50세 이상,무직,고졸이하,5,0
19301,남,40대,생산직,고졸이하,3,4
340802,남,40대,서비스/판매직,대졸이상,5,4
19502,남,20대,학생,대학생/대학원생,5,6
19601,남,20대,무직,대졸이상,4,4
340903,남,10대,기타,고졸이하,6,6
19901,남,40대,생산직,고졸이하,6,5
341002,남,40대,서비스/판매직,대졸이상,6,6
341003,남,10대,무직,고졸이하,6,6
341004,남,10대,학생,중/고등학생,6,5
372402,남,30대,사무직,대졸이상,6,6
278401,남,20대,서비스/판매직,대졸이상,6,6
340002,남,30대,사무직,대졸이상,6,6
89001,남,30대,사무직,대졸이상,5,0
336901,남,30대,서비스/판매직,대졸이상,3,6
355901,남,50세 이상,무직,고졸이하,3,3
364302,남,40대,사무직,대졸이상,6,6
85001,남,50세 이상,무직,고졸이하,4,0
337402,남,40대,생산직,고졸이하,6,6
337701,남,50세 이상,사무직,고졸이하,4,0
337801,남,50세 이상,사무직,고졸이하,4,5
387002,남,40대,사무직,대졸이상,1,4
369101,남,30대,서비스/판매직,대졸이상,3,2
338701,남,50세 이상,서비스/판매직,고졸이하,4,0
109301,남,50세 이상,무직,고졸이하,4,4
339902,남,50세 이상,생산직,대졸이상,4,4
369301,남,50세 이상,서비스/판매직,고졸이하,4,4
100402,남,20대,사무직,대졸이상,6,7
339905,남,20대,서비스/판매직,대졸이상,6,6
109402,남,30대,사무직,대졸이상,5,5
355802,남,50세 이상,서비스/판매직,고졸이하,6,6
109102,남,40대,사무직,대졸이상,0,3
22401,남,40대,서비스/판매직,고졸이하,3,0
341301,남,30대,사무직,대졸이상,6,6
18501,남,40대,생산직,대졸이상,5,0
15001,남,50세 이상,생산직,고졸이하,5,5
344101,남,40대,서비스/판매직,고졸이하,6,6
344201,남,20대,학생,대학생/대학원생,6,6
388601,남,50세 이상,서비스/판매직,고졸이하,3,3
388503,남,20대,사무직,대졸이상,6,6
344601,남,50세 이상,생산직,고졸이하,3,0
344801,남,40대,사무직,대졸이상,3,0
344901,남,50세 이상,생산직,고졸이하,0,6
345001,남,50세 이상,생산직,고졸이하,4,6
15302,남,20대,무직,고졸이하,5,5
388502,남,50세 이상,사무직,고졸이하,5,3
345901,남,50세 이상,생산직,고졸이하,3,4
16402,남,10대,학생,중/고등학생,0,2
346001,남,50세 이상,생산직,대졸이상,2,5
18601,남,30대,생산직,고졸이하,0,5
343801,남,40대,서비스/판매직,고졸이하,5,5
343702,남,30대,서비스/판매직,대졸이상,6,6
387901,남,30대,서비스/판매직,대졸이상,0,6
21003,남,40대,사무직,대졸이상,3,0
341602,남,40대,생산직,대졸이상,6,7
21202,남,20대,서비스/판매직,대졸이상,6,6
341702,남,40대,사무직,대졸이상,6,4
341801,남,50세 이상,서비스/판매직,고졸이하,5,5
342301,남,40대,서비스/판매직,대졸이상,6,6
342401,남,20대,학생,대학생/대학원생,6,4
386902,남,40대,사무직,대졸이상,3,0
22101,남,40대,서비스/판매직,대졸이상,6,6
342801,남,40대,서비스/판매직,대졸이상,4,4
342901,남,30대,생산직,대졸이상,6,2
22202,남,40대,생산직,고졸이하,5,4
343301,남,40대,생산직,고졸이하,4,4
22203,남,10대,학생,중/고등학생,6,5
343601,남,50세 이상,서비스/판매직,고졸이하,5,5
18901,남,20대,사무직,고졸이하,3,4
386801,남,40대,서비스/판매직,고졸이하,3,4
103703,남,10대,학생,중/고등학생,6,6
336701,남,30대,사무직,대졸이상,7,7
81001,남,50세 이상,생산직,고졸이하,6,6
356701,남,30대,사무직,고졸이하,7,6
91601,남,50세 이상,서비스/판매직,고졸이하,4,4
356401,남,50세 이상,사무직,고졸이하,6,6
356002,남,50세 이상,무직,고졸이하,3,3
366001,남,50세 이상,생산직,고졸이하,4,4
369401,남,50세 이상,서비스/판매직,고졸이하,4,0
86301,남,40대,사무직,대졸이상,3,3
109602,남,30대,사무직,고졸이하,0,3
100301,남,50세 이상,무직,고졸이하,2,2
80501,남,50세 이상,생산직,대졸이상,5,5
330801,남,50세 이상,무직,고졸이하,3,0
331101,남,40대,사무직,대졸이상,3,3
80302,남,50세 이상,서비스/판매직,고졸이하,0,2
355102,남,40대,사무직,대졸이상,3,0
331302,남,10대,학생,대학생/대학원생,4,4
367902,남,10대,학생,중/고등학생,4,5
106501,남,50세 이상,서비스/판매직,고졸이하,3,0
328301,남,20대,사무직,대졸이상,6,4
328202,남,50세 이상,생산직,고졸이하,3,3
326801,남,20대,사무직,대졸이상,6,2
367401,남,30대,사무직,대졸이상,6,6
327001,남,30대,사무직,대졸이상,5,5
327101,남,20대,사무직,대졸이상,5,6
90501,남,30대,서비스/판매직,고졸이하,6,6
327202,남,50세 이상,서비스/판매직,고졸이하,4,4
327301,남,30대,사무직,대졸이상,5,4
331402,남,50세 이상,생산직,고졸이하,4,4
106201,남,30대,생산직,대졸이상,3,3
327701,남,40대,생산직,대졸이상,6,6
100901,남,30대,서비스/판매직,대졸이상,5,5
106402,남,20대,학생,대학생/대학원생,7,7
364202,남,50세 이상,생산직,고졸이하,5,0
328001,남,50세 이상,사무직,대졸이상,5,2
105502,남,50세 이상,사무직,대졸이상,4,0
100802,남,50세 이상,생산직,고졸이하,5,0
90701,남,40대,서비스/판매직,대졸이상,3,3
91701,남,30대,사무직,대졸이상,6,6
360601,남,40대,사무직,대졸이상,5,0
331701,남,50세 이상,생산직,고졸이하,3,4
109502,남,50세 이상,서비스/판매직,대졸이상,4,4
335502,남,50세 이상,서비스/판매직,대졸이상,4,3
100501,남,30대,서비스/판매직,대졸이상,0,2
335602,남,30대,사무직,대졸이상,6,6
92101,남,30대,무직,대졸이상,6,6
335702,남,30대,사무직,대졸이상,6,7
335801,남,20대,사무직,대졸이상,6,0
364002,남,50세 이상,생산직,고졸이하,6,2
105102,남,30대,서비스/판매직,고졸이하,6,5
81101,남,50세 이상,무직,고졸이하,4,5
336002,남,50세 이상,사무직,대졸이상,0,4
336101,남,30대,사무직,대졸이상,7,7
81003,남,30대,생산직,고졸이하,6,4
90102,남,30대,생산직,고졸이하,4,4
336401,남,30대,사무직,대졸이상,7,7
335401,남,50세 이상,사무직,대졸이상,6,0
92203,남,50세 이상,생산직,고졸이하,5,5
335301,남,50세 이상,사무직,대졸이상,3,0
334801,남,40대,생산직,대졸이상,6,5
331902,남,10대,학생,대학생/대학원생,6,6
86501,남,30대,사무직,대졸이상,0,3
332201,남,20대,사무직,대졸이상,4,2
104401,남,30대,서비스/판매직,대졸이상,3,3
104002,남,10대,학생,중/고등학생,5,5
332701,남,30대,사무직,대졸이상,6,3
110001,남,40대,사무직,대졸이상,0,3
331602,남,50세 이상,서비스/판매직,고졸이하,3,5
80201,남,40대,서비스/판매직,대졸이상,5,2
